,Local,Magnitude,Tipo,Significancia,Profundidade,Latitude,Longitude,Timestamp,Year
2792,"61 km W of Happy Valley, Alaska",2.0,Terremoto,62,108.0,60.0572,-152.812,2022-01-10 07:43:54.637,2022
2793,"14 km N of Saint-Pascal, Canada",3.2,Terremoto,160,17.97,47.652,-69.823,2022-01-10 07:44:57.734,2022
2794,South Sandwich Islands region,4.7,Terremoto,340,10.0,-56.6264,-23.8098,2022-01-10 08:05:51.030,2022
2795,"156 km NW of Neiafu, Tonga",4.4,Terremoto,298,235.64,-17.7579,-175.132,2022-01-10 08:07:10.544,2022
2796,"34 km SE of Mina, Nevada",3.0,Terremoto,138,8.7,38.1757,-117.8179,2022-01-10 08:09:08.991,2022
2797,"62 km E of Pedro Bay, Alaska",2.2,Terremoto,74,101.0,59.8007,-152.9853,2022-01-10 08:35:12.193,2022
2798,"23 km NW of Trancas, Argentina",5.6,Terremoto,504,8.0,-26.0798,-65.4393,2022-01-10 08:36:02.078,2022
2799,"57 km SSW of Cantwell, Alaska",3.6,Terremoto,200,66.5,62.9021,-149.3026,2022-01-10 08:38:13.718,2022
2800,"158 km NNW of Sola, Vanuatu",4.4,Terremoto,298,126.3,-12.63,166.8328,2022-01-10 08:42:46.318,2022
2801,"6 km NE of P?hala, Hawaii",2.07,Terremoto,66,32.1599998474121,19.2376670837402,-155.428161621094,2022-01-10 09:35:45.930,2022
2802,south of Alaska,2.4,Terremoto,89,20.0,55.6086,-155.9339,2022-01-10 09:40:41.111,2022
2803,"1 km SE of P?hala, Hawaii",2.0,Terremoto,62,33.5200004577637,19.1966667175293,-155.469833374023,2022-01-10 09:47:01.860,2022
2804,"100 km S of Dampit, Indonesia",4.5,Terremoto,312,33.85,-9.1167,112.8001,2022-01-10 10:28:14.789,2022
2805,"5 km ESE of P?hala, Hawaii",2.11999989,Terremoto,69,32.0499992370605,19.1871662139893,-155.427169799805,2022-01-10 10:42:33.760,2022
2806,south of the Fiji Islands,5.3,Terremoto,432,25.42,-24.7587,-176.1172,2022-01-10 10:59:33.033,2022
2807,"261 km E of Levuka, Fiji",4.6,Terremoto,326,604.99,-18.0849,-178.2169,2022-01-10 11:16:28.963,2022
2808,"54 km W of Mentone, Texas",2.3,Terremoto,81,6.799975586,31.70908997,-104.1773782,2022-01-10 11:30:27.109,2022
2809,"56 km S of Whites City, New Mexico",2.6,Terremoto,104,7.288427734,31.66672286,-104.396447,2022-01-10 11:32:53.757,2022
2810,"35 km ENE of Atlantic City, Wyoming",2.7,Terremoto,112,5.0,42.6236,-108.3283,2022-01-10 12:46:09.989,2022
2811,"8 km NE of P?hala, Hawaii",2.3,Terremoto,81,33.5,19.2471675872803,-155.413497924805,2022-01-10 12:57:24.600,2022
2812,south of the Kermadec Islands,4.6,Terremoto,326,10.0,-33.9223,179.2159,2022-01-10 13:10:17.654,2022
2813,"168 km SSE of Hirara, Japan",4.4,Terremoto,298,10.0,23.5211,126.1874,2022-01-10 13:12:43.581,2022
2814,"Andreanof Isl., Aleutian Islands, Alaska",4.0,Terremoto,246,10.0,50.1238,-176.9937,2022-01-10 13:21:17.272,2022
2815,"247 km S of Akhiok, Alaska",2.4,Terremoto,89,10.0,54.7291,-154.5066,2022-01-10 13:34:05.162,2022
2816,Alaska Peninsula,2.5,Terremoto,96,28.14,54.3393,-162.6223,2022-01-10 13:57:37.305,2022
2817,Banda Sea,4.4,Terremoto,298,111.89,-5.6261,130.5724,2022-01-10 14:24:27.228,2022
2818,"16 km S of Wells, Nevada",3.7,Terremoto,213,13.6,40.9622,-114.9424,2022-01-10 14:31:27.250,2022
2819,"108 km ENE of Port-Olry, Vanuatu",4.6,Terremoto,326,10.0,-14.8128,168.0575,2022-01-10 14:32:42.962,2022
2820,"4 km ESE of Assaria, Kansas",3.1,Terremoto,159,5.0,38.6563,-97.5561,2022-01-10 14:35:40.877,2022
2821,south of the Kermadec Islands,4.8,Terremoto,354,10.0,-33.8497,179.78,2022-01-10 14:44:59.111,2022
2822,south of the Kermadec Islands,4.6,Terremoto,326,10.0,-33.9788,179.5776,2022-01-10 15:07:58.875,2022
2823,Dominican Republic region,2.9,Terremoto,129,10.0,19.4961,-68.5817,2022-01-10 15:16:59.533,2022
2824,"89 km S of King Cove, Alaska",2.8,Terremoto,121,21.22,54.2552,-162.3482,2022-01-10 15:21:27.235,2022
2825,"18 km SSE of Llaillay, Chile",4.0,Terremoto,254,73.37,-32.9984,-70.8799,2022-01-10 15:42:28.106,2022
2826,"52 km SW of Lithakiá, Greece",4.5,Terremoto,312,10.0,37.4051,20.3878,2022-01-10 15:59:03.243,2022
2827,"185 km ESE of Shing?, Japan",4.2,Terremoto,271,339.33,32.8965,137.7136,2022-01-10 16:12:51.561,2022
2828,"51 km NW of Tobelo, Indonesia",4.4,Terremoto,298,85.39,2.0281,127.6504,2022-01-10 16:22:48.635,2022
2829,south of the Kermadec Islands,4.7,Terremoto,340,10.0,-33.5603,179.6777,2022-01-10 16:41:02.582,2022
2830,"40km W of Petrolia, CA",2.71,Terremoto,113,18.48,40.3688333,-124.7571667,2022-01-10 16:48:25.320,2022
2831,"38 km ENE of Pedro Bay, Alaska",2.3,Terremoto,81,136.9,59.8933,-153.4446,2022-01-10 17:14:28.860,2022
2832,"119 km SSE of K?h Sef?d, Iran",4.2,Terremoto,271,10.0,28.2228,57.0811,2022-01-10 17:46:44.482,2022
2833,"44 km NNW of Bor?zj?n, Iran",4.0,Terremoto,246,10.0,29.6652,51.1191,2022-01-10 17:58:36.659,2022
2834,"49 km ENE of Bandar-e Gen?veh, Iran",4.2,Terremoto,271,10.0,29.7699,50.9831,2022-01-10 18:07:36.886,2022
2835,"105 km NNW of Yakutat, Alaska",2.2,Terremoto,74,28.1,60.4233,-140.433,2022-01-10 18:27:40.261,2022
2836,"8 km E of Jamjam?l, Iraq",4.5,Terremoto,318,10.0,35.5272,44.9269,2022-01-10 18:29:47.868,2022
2837,"57 km SW of Unalaska, Alaska",3.0,Terremoto,138,35.0,53.4557,-167.0555,2022-01-10 18:50:34.188,2022
2838,"35km SE of Tecopa, CA",2.61,Terremoto,105,1.74,35.6485,-115.9283333,2022-01-10 18:59:47.040,2022
2839,"20 km ESE of ?arai, Japan",4.3,Terremoto,284,84.74,36.2233,140.7837,2022-01-10 19:18:49.272,2022
2840,South Sandwich Islands region,4.9,Terremoto,369,35.0,-56.0504,-26.6483,2022-01-10 19:20:51.350,2022
2841,"150 km S of ‘Ohonua, Tonga",5.0,Terremoto,385,10.0,-22.693,-174.9208,2022-01-10 19:54:14.235,2022
2842,"61 km S of Corinto, Nicaragua",4.4,Terremoto,298,45.4,11.9298,-87.1545,2022-01-10 20:01:36.640,2022
2843,south of the Fiji Islands,5.7,Terremoto,500,498.93,-25.0442,179.8704,2022-01-10 20:03:03.926,2022
2844,"10 km SE of Jamjam?l, Iraq",4.6,Terremoto,326,10.0,35.4789,44.9228,2022-01-10 20:11:16.954,2022
2845,"58 km SSE of Unalaska, Alaska",4.0,Terremoto,246,43.1,53.4109,-166.1109,2022-01-10 20:37:00.717,2022
2846,"16 km SSE of Sunnyside, Utah",2.42,Terremoto,90,-2.93,39.4248333,-110.2981667,2022-01-10 20:54:20.720,2022
2847,"27 km NE of Ranchester, Wyoming",2.8,mining explosion,121,0.0,45.07,-106.897,2022-01-10 21:02:38.323,2022
2848,Fiji region,4.9,Terremoto,369,539.96,-17.4585,-178.6322,2022-01-10 21:05:20.450,2022
2849,"9 km E of P?hala, Hawaii",2.22,Terremoto,76,31.8899993896484,19.2111663818359,-155.390670776367,2022-01-10 21:07:23.910,2022
2850,"61 km NNE of Otra Banda, Dominican Republic",3.74,Terremoto,215,33.0,19.1636,-68.4403,2022-01-10 22:08:00.630,2022
2851,"78 km S of Unalaska, Alaska",2.6,Terremoto,104,32.93,53.1784,-166.7255,2022-01-10 22:09:07.493,2022
2852,"30 km NNW of Cold Bay, Alaska",3.1,Terremoto,148,207.6,55.4233,-162.973,2022-01-10 22:25:34.497,2022
2853,"15 km NNE of Willow, Alaska",2.0,Terremoto,62,40.2,61.8797,-149.9439,2022-01-10 22:26:35.901,2022
2854,northern Mid-Atlantic Ridge,4.7,Terremoto,340,10.0,28.3554,-43.7769,2022-01-10 22:29:25.815,2022
2855,"202 km WSW of Adak, Alaska",2.5,Terremoto,96,17.25,51.1177,-179.2902,2022-01-10 22:56:34.711,2022
2856,"5 km SW of Volcano, Hawaii",2.01,Terremoto,62,4.51,19.4106666666667,-155.272833333333,2022-01-10 23:09:40.630,2022
2857,"6 km SSW of Guánica, Puerto Rico",2.34,Terremoto,84,14.0,17.9195,-66.9308,2022-01-10 23:15:36.890,2022
2858,South Sandwich Islands region,4.4,Terremoto,298,35.0,-59.4576,-25.8587,2022-01-10 23:16:34.084,2022
2859,"9 km ENE of Port Leyden, New York",2.3,Terremoto,82,5.0,43.6306,-75.245,2022-01-10 23:22:50.850,2022
2860,northern Mid-Atlantic Ridge,5.8,Terremoto,518,10.0,28.4777,-43.6423,2022-01-10 23:26:44.999,2022
2861,"10 km ENE of Port Leyden, New York",2.3,Terremoto,81,2.04,43.6296,-75.2338,2022-01-10 23:33:46.927,2022
2862,Owen Fracture Zone region,4.4,Terremoto,298,10.0,12.7171,58.2785,2022-01-10 23:34:31.553,2022
2863,northern Mid-Atlantic Ridge,4.6,Terremoto,326,10.0,28.343,-43.5883,2022-01-10 23:35:34.681,2022
2864,"93 km ESE of Chiniak, Alaska",2.6,Terremoto,104,10.0,57.192,-150.9366,2022-01-10 23:38:35.022,2022
2865,"7km E of Walker, CA",2.28,Terremoto,80,3.53,38.5106667,-119.3961667,2022-01-10 23:57:08.360,2022
2866,"144 km NE of Tobelo, Indonesia",4.6,Terremoto,326,10.0,2.6481,128.9301,2022-01-11 00:21:18.538,2022
2867,"260 km S of Sinabang, Indonesia",5.2,Terremoto,416,10.0,0.1519,96.7107,2022-01-11 00:26:30.165,2022
2868,"77 km N of Aleneva, Alaska",2.9,Terremoto,129,58.6,58.7463,-152.7482,2022-01-11 00:28:13.786,2022
2869,"41 km SE of ?funato, Japan",4.4,Terremoto,298,46.28,38.7641,141.9851,2022-01-11 00:52:42.327,2022
2870,"8 km SE of Bistrica, North Macedonia",4.4,Terremoto,300,10.0,40.9196,21.4384,2022-01-11 00:52:52.114,2022
2871,"48 km WNW of Pólis, Cyprus",6.6,Terremoto,976,21.0,35.2267,31.9435,2022-01-11 01:07:48.064,2022
2872,"133 km SSE of McCarthy, Alaska",2.0,Terremoto,62,10.9,60.3561,-141.8445,2022-01-11 01:13:28.249,2022
2873,"121 km N of Brenas, Puerto Rico",3.36,Terremoto,174,35.0,19.5611,-66.2231,2022-01-11 01:17:22.570,2022
2874,"15 km S of Susitna North, Alaska",2.1,Terremoto,68,50.7,62.0193,-149.84,2022-01-11 01:22:17.081,2022
2875,south of the Kermadec Islands,4.5,Terremoto,312,10.0,-33.1705,-178.5694,2022-01-11 01:24:56.216,2022
2876,"2 km SSW of P?hala, Hawaii",2.76,Terremoto,117,36.74,19.1843333333333,-155.483666666667,2022-01-11 01:35:58.990,2022
2877,"153 km SE of Akutan, Alaska",3.1,Terremoto,148,35.0,53.1916,-164.0898,2022-01-11 02:18:31.278,2022
2878,"106 km SSE of Sand Point, Alaska",2.9,Terremoto,129,19.07,54.4961,-159.7107,2022-01-11 02:42:13.448,2022
2879,South Sandwich Islands region,4.6,Terremoto,326,35.0,-59.3104,-25.6294,2022-01-11 02:46:59.317,2022
2880,"Pagan region, Northern Mariana Islands",4.4,Terremoto,298,241.17,18.5687,145.5962,2022-01-11 03:00:55.181,2022
2881,"11 km NW of Girdwood, Alaska",2.4,Terremoto,89,20.0,61.0033,-149.3276,2022-01-11 03:14:00.914,2022
2882,"10 km WSW of Queets, Washington",2.48,Terremoto,95,25.66,47.4868333333333,-124.455833333333,2022-01-11 03:22:45.920,2022
2883,"87 km ESE of Petropavlovsk-Kamchatsky, Russia",4.6,Terremoto,326,66.46,52.7328,159.8049,2022-01-11 03:34:10.016,2022
2884,"40 km NW of Mosquito Lake, Alaska",2.8,Terremoto,121,10.0,59.764,-136.6393,2022-01-11 03:46:52.371,2022
2885,"43 km NE of Neiafu, Tonga",4.6,Terremoto,326,35.0,-18.345,-173.7307,2022-01-11 04:06:06.635,2022
2886,"55 km S of Whites City, New Mexico",3.7,Terremoto,211,7.365551758,31.67696635,-104.4113435,2022-01-11 04:09:05.236,2022
2887,western Texas,2.5,Terremoto,96,6.157275391,31.67861551,-104.4051675,2022-01-11 04:11:28.231,2022
2888,"55 km S of Whites City, New Mexico",2.6,Terremoto,104,6.542895508,31.67746835,-104.4048879,2022-01-11 04:26:32.769,2022
2889,"111 km NNW of Yakutat, Alaska",2.6,Terremoto,104,22.41,60.4816,-140.4265,2022-01-11 04:27:46.641,2022
2890,"52 km SSW of Whites City, New Mexico",3.9,Terremoto,235,4.486254883,31.72165965,-104.5259366,2022-01-11 04:37:02.767,2022
2891,"68 km E of McCarthy, Alaska",2.1,Terremoto,68,6.0,61.5168,-141.6447,2022-01-11 04:38:14.756,2022
2892,"52 km SSW of Whites City, New Mexico",2.7,Terremoto,112,4.229174805000001,31.72078072,-104.5205414,2022-01-11 04:57:02.461,2022
2893,"52 km SSW of Whites City, New Mexico",2.2,Terremoto,74,3.894970703,31.71921022,-104.5154086,2022-01-11 05:05:04.486,2022
2894,"71 km NNE of Aleneva, Alaska",4.6,Terremoto,347,2.2,58.6643,-152.5048,2022-01-11 05:25:16.774,2022
2895,"128 km SSW of Doctor Belisario Domínguez (La Barra), Mexico",4.2,Terremoto,271,11.29,14.9088,-94.3437,2022-01-11 05:25:58.893,2022
2896,"3km SSE of Carson, CA",2.83,Terremoto,282,14.88,33.8083333,-118.2685,2022-01-11 05:47:24.830,2022
2897,"4 km SW of Volcano, Hawaii",2.17,Terremoto,72,2.89,19.4125,-155.269166666667,2022-01-11 05:57:05.600,2022
2898,"7 km E of P?hala, Hawaii",2.18,Terremoto,73,32.9199981689453,19.2134990692139,-155.411331176758,2022-01-11 05:58:10.860,2022
2899,"7 km NE of P?hala, Hawaii",2.23,Terremoto,77,31.0900001525879,19.2398338317871,-155.421173095703,2022-01-11 05:58:45.940,2022
2900,"11 km SSW of Petit Trou de Nippes, Haiti",4.6,Terremoto,326,15.61,18.4277,-73.5406,2022-01-11 06:07:45.537,2022
2901,"204 km NW of Tobelo, Indonesia",4.4,Terremoto,298,35.28,3.1287,126.8049,2022-01-11 06:16:27.827,2022
2902,"6 km SW of Petit Trou de Nippes, Haiti",4.2,Terremoto,272,12.97,18.4855,-73.5582,2022-01-11 06:18:12.387,2022
2903,"1 km SSW of P?hala, Hawaii",2.63,Terremoto,106,36.88,19.1875,-155.484166666667,2022-01-11 06:19:22.170,2022
2904,South Sandwich Islands region,4.9,Terremoto,369,33.85,-58.0176,-25.6607,2022-01-11 06:25:56.458,2022
2905,"2 km S of P?hala, Hawaii",2.11999989,Terremoto,69,37.2200012207031,19.183500289917,-155.481002807617,2022-01-11 06:48:23.310,2022
2906,"52 km SSW of Whites City, New Mexico",2.1,Terremoto,68,3.972094727,31.72125229,-104.5189305,2022-01-11 06:52:18.907,2022
2907,"12 km ENE of Fox River, Alaska",2.9,Terremoto,130,19.8,59.9033,-150.7628,2022-01-11 06:54:42.565,2022
2908,"82 km NW of Ternate, Indonesia",4.6,Terremoto,326,128.11,1.3856,126.9357,2022-01-11 06:58:08.932,2022
2909,"11 km WSW of Spring Glen, Utah",2.66,Terremoto,113,11.4,39.6356667,-110.9788333,2022-01-11 07:12:55.120,2022
2910,"54 km S of Whites City, New Mexico",2.5,Terremoto,96,7.391259766,31.69028671,-104.30082,2022-01-11 07:25:26.314,2022
2911,"57 km NNE of Hirara, Japan",4.6,Terremoto,326,34.49,25.2375,125.6121,2022-01-11 07:40:56.752,2022
2912,"38 km WNW of Salahonda, Colombia",4.4,Terremoto,298,24.56,2.2295,-78.9499,2022-01-11 08:28:25.524,2022
2913,"49 km SSW of Doctor Belisario Domínguez (La Barra), Mexico",4.4,Terremoto,298,58.58,15.4955,-93.9272,2022-01-11 08:45:51.037,2022
2914,"27 km SE of Lindsay, Texas",2.0,Terremoto,62,3.200854492,31.19104476,-103.343339,2022-01-11 08:47:58.305,2022
2915,"95 km SSE of Pangai, Tonga",5.0,Terremoto,385,10.0,-20.5694,-173.903,2022-01-11 08:55:02.651,2022
2916,"4 km ESE of Ridgely, Tennessee",2.02,Terremoto,63,5.77,36.2508333,-89.4433333,2022-01-11 09:31:49.070,2022
2917,"115 km SSE of Kavieng, Papua New Guinea",4.5,Terremoto,312,10.0,-3.5307,151.2021,2022-01-11 09:35:03.137,2022
2918,"6km SSE of Petrolia, CA",2.41,Terremoto,89,20.8,40.2683333,-124.2698333,2022-01-11 09:38:46.060,2022
2919,"101 km W of Elfin Cove, Alaska",2.1,Terremoto,68,15.5,58.2525,-138.0703,2022-01-11 09:53:44.475,2022
2920,"191 km NW of Sabang, Indonesia",4.6,Terremoto,326,112.14,7.2609,94.2638,2022-01-11 10:07:22.297,2022
2921,central Mid-Atlantic Ridge,4.8,Terremoto,354,10.0,3.8385,-31.5479,2022-01-11 10:15:18.502,2022
2922,"4 km SSE of Maria Antonia, Puerto Rico",2.32,Terremoto,83,12.0,17.9426,-66.88,2022-01-11 10:22:30.670,2022
2923,"171 km W of Nikolski, Alaska",4.8,Terremoto,354,122.36,52.9644,-171.4197,2022-01-11 10:35:11.494,2022
2924,"266 km SE of Shing?, Japan",4.2,Terremoto,271,380.35,31.9082,137.84,2022-01-11 10:36:39.014,2022
2925,"97 km SSW of Topolobampo, Mexico",4.5,Terremoto,312,10.0,24.7597,-109.3479,2022-01-11 10:47:50.327,2022
2926,"100 km SE of Nikolski, Alaska",6.8,Terremoto,730,20.0,52.3415,-167.7554,2022-01-11 11:35:43.674,2022
2927,"72 km SE of Nikolski, Alaska",3.1,Terremoto,148,20.97,52.5147,-168.0546,2022-01-11 11:40:23.125,2022
2928,"91 km SE of Nikolski, Alaska",4.5,Terremoto,312,10.0,52.3205,-167.9743,2022-01-11 11:41:21.568,2022
2929,"83 km SE of Nikolski, Alaska",4.8,Terremoto,354,16.52,52.4232,-167.9569,2022-01-11 11:41:40.357,2022
2930,"3km SE of Carson, CA",2.52,Terremoto,141,11.57,33.8123333,-118.2528333,2022-01-11 11:41:49.810,2022
2931,"260 km S of Ambon, Indonesia",4.1,Terremoto,259,375.01,-6.0527,128.1561,2022-01-11 11:42:05.056,2022
2932,"53 km ESE of Nikolski, Alaska",4.6,Terremoto,326,26.2,52.7785,-168.1096,2022-01-11 11:42:12.193,2022
2933,"104 km SE of Nikolski, Alaska",3.4,Terremoto,178,10.0,52.2415,-167.8322,2022-01-11 11:44:12.967,2022
2934,"83 km SE of Nikolski, Alaska",3.6,Terremoto,199,17.66,52.4031,-167.9936,2022-01-11 11:45:07.118,2022
2935,"88 km SE of Nikolski, Alaska",5.4,Terremoto,449,16.97,52.3766,-167.9324,2022-01-11 11:45:53.194,2022
2936,"116 km SE of Nikolski, Alaska",3.1,Terremoto,148,20.7,52.229,-167.6081,2022-01-11 11:49:50.344,2022
2937,"94 km SE of Nikolski, Alaska",2.8,Terremoto,121,10.0,52.3336,-167.8888,2022-01-11 11:51:22.225,2022
2938,"98 km SE of Nikolski, Alaska",3.5,Terremoto,188,29.5,52.2323,-167.9858,2022-01-11 11:52:57.310,2022
2939,"93 km SE of Nikolski, Alaska",4.7,Terremoto,340,22.32,52.3376,-167.8926,2022-01-11 11:54:04.508,2022
2940,"105 km SE of Nikolski, Alaska",3.3,Terremoto,168,24.67,52.3025,-167.7074,2022-01-11 11:56:41.092,2022
2941,"113 km SE of Nikolski, Alaska",2.8,Terremoto,121,10.0,52.1703,-167.7527,2022-01-11 12:01:26.635,2022
2942,"7km WSW of Petrolia, CA",2.59,Terremoto,103,28.85,40.3055,-124.3686667,2022-01-11 12:02:17.650,2022
2943,"94 km SE of Nikolski, Alaska",4.4,Terremoto,298,10.0,52.3006,-167.9505,2022-01-11 12:04:20.004,2022
2944,"97 km SE of Nikolski, Alaska",2.4,Terremoto,89,25.6,52.2886,-167.8911,2022-01-11 12:07:05.519,2022
2945,"96 km SE of Nikolski, Alaska",3.2,Terremoto,158,10.0,52.2875,-167.931,2022-01-11 12:08:13.901,2022
2946,"92 km SE of Nikolski, Alaska",2.9,Terremoto,129,19.21,52.3238,-167.9477,2022-01-11 12:09:30.123,2022
2947,"113 km N of Cruz Bay, U.S. Virgin Islands",3.32,Terremoto,170,44.0,19.35,-64.703,2022-01-11 12:10:38.470,2022
2948,"86 km SE of Nikolski, Alaska",2.3,Terremoto,81,33.5,52.4076,-167.9345,2022-01-11 12:12:22.177,2022
2949,"98 km SE of Nikolski, Alaska",2.3,Terremoto,81,24.1,52.3884,-167.7251,2022-01-11 12:13:06.349,2022
2950,"97 km SE of Nikolski, Alaska",3.2,Terremoto,158,10.0,52.3801,-167.7545,2022-01-11 12:15:50.393,2022
2951,"96 km SE of Nikolski, Alaska",2.8,Terremoto,121,19.13,52.268,-167.9487,2022-01-11 12:17:08.664,2022
2952,"88 km SE of Nikolski, Alaska",2.3,Terremoto,81,25.6,52.39,-167.9248,2022-01-11 12:18:24.552,2022
2953,"94 km SE of Nikolski, Alaska",3.9,Terremoto,234,10.44,52.38,-167.8166,2022-01-11 12:22:08.375,2022
2954,"95 km SE of Nikolski, Alaska",2.7,Terremoto,112,10.56,52.4353,-167.7234,2022-01-11 12:25:08.236,2022
2955,"117 km SE of Nikolski, Alaska",3.0,Terremoto,138,10.0,52.2412,-167.5675,2022-01-11 12:25:25.804,2022
2956,"106 km SE of Nikolski, Alaska",3.4,Terremoto,178,10.0,52.314,-167.6633,2022-01-11 12:30:15.780,2022
2957,"68 km WSW of Kivalina, Alaska",4.3,Terremoto,284,10.1,67.457,-165.9822,2022-01-11 12:32:53.483,2022
2958,"94 km W of San Antonio de los Cobres, Argentina",4.7,Terremoto,340,188.48,-24.2524,-67.2446,2022-01-11 12:35:39.309,2022
2959,"81 km SE of Nikolski, Alaska",4.7,Terremoto,340,8.55,52.3671,-168.1103,2022-01-11 12:37:51.659,2022
2960,"53 km SE of Nikolski, Alaska",6.6,Terremoto,674,19.0,52.5791,-168.3275,2022-01-11 12:39:32.454,2022
2961,"6km S of Anderson Springs, CA",2.2,Terremoto,74,4.35,38.7233333,-122.6845,2022-01-11 12:43:03.010,2022
2962,"88 km SE of Nikolski, Alaska",3.3,Terremoto,168,10.0,52.3113,-168.0588,2022-01-11 12:44:18.891,2022
2963,"86 km SE of Nikolski, Alaska",3.4,Terremoto,178,10.0,52.3337,-168.0663,2022-01-11 12:44:58.419,2022
2964,"96 km SE of Nikolski, Alaska",3.3,Terremoto,168,12.47,52.2821,-167.9412,2022-01-11 12:48:02.672,2022
2965,"81 km SE of Nikolski, Alaska",4.7,Terremoto,340,24.75,52.3364,-168.1646,2022-01-11 12:49:05.299,2022
2966,"5 km ENE of P?hala, Hawaii",2.85,Terremoto,125,33.55,19.2131666666667,-155.4285,2022-01-11 12:50:39.160,2022
2967,"86 km SE of Nikolski, Alaska",2.6,Terremoto,104,10.0,52.3738,-167.9894,2022-01-11 12:51:59.675,2022
2968,"Fox Islands, Aleutian Islands, Alaska",2.9,Terremoto,129,5.35,52.3217,-167.9268,2022-01-11 12:53:03.740,2022
2969,"82 km SE of Nikolski, Alaska",5.8,Terremoto,518,16.72,52.4378,-167.9609,2022-01-11 12:53:45.679,2022
2970,"95 km SE of Nikolski, Alaska",5.3,Terremoto,432,15.23,52.2658,-167.9906,2022-01-11 12:55:18.378,2022
2971,"Fox Islands, Aleutian Islands, Alaska",4.3,Terremoto,284,23.97,52.3229,-168.0896,2022-01-11 12:58:25.568,2022
2972,"97 km SE of Nikolski, Alaska",4.4,Terremoto,298,10.0,52.2313,-168.0074,2022-01-11 13:00:40.629,2022
2973,"293 km W of Haveluloto, Tonga",4.4,Terremoto,298,556.3,-20.7635,-178.0096,2022-01-11 13:01:36.627,2022
2974,"97 km SE of Nikolski, Alaska",2.9,Terremoto,129,10.0,52.2838,-167.897,2022-01-11 13:02:19.323,2022
2975,"93 km SE of Nikolski, Alaska",2.4,Terremoto,89,10.0,52.2519,-168.0746,2022-01-11 13:06:36.219,2022
2976,"84 km SE of Nikolski, Alaska",4.1,Terremoto,259,10.0,52.3646,-168.0355,2022-01-11 13:08:14.672,2022
2977,"96 km SSE of Nikolski, Alaska",2.7,Terremoto,112,10.0,52.1984,-168.1268,2022-01-11 13:10:34.601,2022
2978,"67 km SE of Nikolski, Alaska",3.9,Terremoto,234,10.0,52.5054,-168.1652,2022-01-11 13:12:01.234,2022
2979,"96 km SSE of Nikolski, Alaska",3.0,Terremoto,138,10.0,52.2132,-168.0908,2022-01-11 13:13:09.519,2022
2980,"82 km SE of Nikolski, Alaska",3.7,Terremoto,211,10.0,52.345,-168.1313,2022-01-11 13:14:33.810,2022
2981,"106 km SE of Nikolski, Alaska",3.2,Terremoto,158,9.42,52.3348,-167.635,2022-01-11 13:15:59.863,2022
2982,"86 km SE of Nikolski, Alaska",4.3,Terremoto,284,10.0,52.4608,-167.8521,2022-01-11 13:17:26.977,2022
2983,"75 km SE of Nikolski, Alaska",4.7,Terremoto,340,20.49,52.3924,-168.2113,2022-01-11 13:22:53.562,2022
2984,"94 km SE of Nikolski, Alaska",2.8,Terremoto,121,13.19,52.4042,-167.7735,2022-01-11 13:26:38.558,2022
2985,"79 km ENE of Hihifo, Tonga",5.0,Terremoto,385,35.0,-15.6891,-173.102,2022-01-11 13:29:47.384,2022
2986,"102 km SE of Nikolski, Alaska",2.5,Terremoto,96,10.0,52.1904,-167.9761,2022-01-11 13:31:28.463,2022
2987,"88 km SE of Nikolski, Alaska",2.3,Terremoto,81,13.1,52.3963,-167.9112,2022-01-11 13:33:10.295,2022
2988,"103 km SE of Nikolski, Alaska",2.2,Terremoto,74,25.6,52.2927,-167.7602,2022-01-11 13:35:53.538,2022
2989,"91 km SE of Nikolski, Alaska",3.1,Terremoto,148,10.0,52.303,-167.9972,2022-01-11 13:37:38.830,2022
2990,"109 km SE of Nikolski, Alaska",2.7,Terremoto,112,10.12,52.297,-167.6444,2022-01-11 13:41:57.267,2022
2991,"Fox Islands, Aleutian Islands, Alaska",3.1,Terremoto,148,10.0,52.313,-167.5747,2022-01-11 13:47:14.551,2022
2992,"90 km SE of Nikolski, Alaska",3.6,Terremoto,199,10.0,52.2957,-168.049,2022-01-11 13:49:39.052,2022
2993,"106 km SE of Nikolski, Alaska",4.4,Terremoto,298,10.0,52.3577,-167.6126,2022-01-11 13:50:20.738,2022
2994,"109 km SE of Nikolski, Alaska",2.4,Terremoto,89,25.5,52.3279,-167.5977,2022-01-11 13:55:48.474,2022
2995,"101 km SE of Nikolski, Alaska",2.9,Terremoto,129,10.0,52.2952,-167.8,2022-01-11 13:56:23.188,2022
2996,"104 km SE of Nikolski, Alaska",4.0,Terremoto,246,10.0,52.3428,-167.6702,2022-01-11 13:57:05.743,2022
2997,"97 km SE of Nikolski, Alaska",2.4,Terremoto,89,33.3,52.3086,-167.8697,2022-01-11 13:59:41.304,2022
2998,"101 km SE of Nikolski, Alaska",2.4,Terremoto,89,9.56,52.3164,-167.7688,2022-01-11 14:04:11.957,2022
2999,"101 km SSE of Nikolski, Alaska",2.9,Terremoto,129,10.0,52.1808,-168.0424,2022-01-11 14:06:57.280,2022
3000,"110 km SSE of Nikolski, Alaska",2.8,Terremoto,121,10.0,52.1114,-167.9509,2022-01-11 14:10:08.134,2022
3001,"8km NW of The Geysers, CA",2.07,Terremoto,66,2.21,38.8305,-122.818,2022-01-11 14:14:03.960,2022
